,0,1,2,3,4,5,6,7
39,140,大蚂蚁,20,奇瑞新能源,15.66,17.99,https://www.16888.com/128965/options/,202204
40,141,标致508L新能源,19,东风标致,21.57,22.77,https://www.16888.com/128833/options/,202204
41,142,沃尔沃XC60新能源,18,沃尔沃亚太,52.79,60.39,https://www.16888.com/128331/options/,202204
42,143,玛奇朵DHT,15,长城汽车,15.58,16.98,https://www.16888.com/129105/options/,202204
43,144,名图新能源,15,北京现代,17.88,20.38,https://www.16888.com/129043/options/,202204
44,145,锐际新能源,13,长安福特,20.80,20.80,https://www.16888.com/129204/options/,202204
45,146,天逸 C5 AIRCROSS新能源,11,东风雪铁龙,23.17,26.47,https://www.16888.com/128913/options/,202204
46,147,国机智骏GX5,10,国机智骏,11.58,13.98,https://www.16888.com/128558/options/,202204
47,148,上汽大通MAXUS EUNIQ 6,9,上汽大通,15.98,20.28,https://www.16888.com/129183/options/,202204
48,149,绎乐,9,广汽本田新能源,16.78,18.98,https://www.16888.com/129097/options/,202204
49,150,标致4008新能源,8,东风标致,24.97,25.97,https://www.16888.com/128956/options/,202204
0,151,奥迪e-tron,8,一汽-大众奥迪,54.68,64.88,https://www.16888.com/128897/options/,202204
1,152,合创007,8,合创汽车,25.98,27.98,https://www.16888.com/128795/options/,202204
2,153,国机智骏GC1,5,国机智骏,7.38,8.38,https://www.16888.com/128702/options/,202204
3,154,DS 9新能源,4,DS汽车,32.99,39.99,https://www.16888.com/128832/options/,202204
4,155,名爵6新能源,3,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,202204
5,156,微蓝7,2,上汽通用别克,19.78,21.78,https://www.16888.com/128811/options/,202204
6,157,马自达CX-30 EV,2,长安马自达,15.98,20.18,https://www.16888.com/129316/options/,202204
7,158,富康ES500,1,东风新能源,14.18,14.18,https://www.16888.com/128264/options/,202204
8,159,思皓E40X,1,江汽集团,13.00,15.59,https://www.16888.com/129028/options/,202204
9,160,迈腾GTE插电混动,1,一汽-大众,23.79,25.29,https://www.16888.com/128747/options/,202204
10,161,雷凌双擎E+,1,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,202204
0,1,宏光MINIEV,34037,上汽通用五菱,3.28,9.99,https://www.16888.com/128864/options/,202205
1,2,宋PLUS新能源,31989,比亚迪,15.48,21.88,https://www.16888.com/128912/options/,202205
2,3,汉,23934,比亚迪,21.78,33.18,https://www.16888.com/128787/options/,202205
3,4,Model Y,20032,特斯拉中国,25.99,35.99,https://www.16888.com/129112/options/,202205
4,5,秦PLUS,17943,比亚迪,11.38,17.88,https://www.16888.com/129054/options/,202205
5,6,Model 3,12133,特斯拉中国,22.99,32.99,https://www.16888.com/128722/options/,202205
6,7,元PLUS,11500,比亚迪,13.98,16.78,https://www.16888.com/129234/options/,202205
7,8,理想ONE,11496,理想,33.80,33.80,https://www.16888.com/128436/options/,202205
8,9,小蚂蚁,9754,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,202205
9,10,QQ冰淇淋,9243,奇瑞新能源,3.99,5.75,https://www.16888.com/129245/options/,202205
10,11,奔奔E-Star,8485,长安汽车,4.98,7.48,https://www.16888.com/128865/options/,202205
11,12,唐新能源,8449,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,202205
12,13,AION Y,8289,广汽埃安,13.76,20.26,https://www.16888.com/129064/options/,202205
13,14,哪吒V,7884,合众汽车,7.99,12.38,https://www.16888.com/129002/options/,202205
14,15,赛那SIENNA,7635,广汽丰田,30.98,40.58,https://www.16888.com/129209/options/,202205
15,16,东风EV新能源EX1,7146,东风汽车,5.57,6.27,https://www.16888.com/129106/options/,202205
16,17,海豚,6430,比亚迪,11.68,13.68,https://www.16888.com/129217/options/,202205
17,18,零跑T03,5724,零跑汽车,7.39,8.99,https://www.16888.com/128803/options/,202205
18,19,问界M5,5033,金康赛力斯,25.98,33.18,https://www.16888.com/129407/options/,202205
19,20,花仙子,4871,江汽集团,6.69,9.09,https://www.16888.com/129066/options/,202205
20,21,荣威Ei5,4747,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,202205
21,22,东风风神E70,4666,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,202205
22,23,驱逐舰05,4558,比亚迪,12.18,15.78,https://www.16888.com/129403/options/,202205
23,24,几何A,4461,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,202205
24,25,零跑C11,4345,零跑汽车,17.98,23.98,https://www.16888.com/129063/options/,202205
25,26,极氪001,4330,极氪,29.90,40.30,https://www.16888.com/129130/options/,202205
26,27,小鹏P7,4224,小鹏汽车,23.99,28.59,https://www.16888.com/128729/options/,202205
27,28,欧拉好猫,4023,长城新能源,12.99,17.10,https://www.16888.com/128954/options/,202205
28,29,比亚迪e2,3851,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,202205
29,30,小鹏P5,3686,小鹏汽车,17.79,24.99,https://www.16888.com/129134/options/,202205
30,31,荣威i6 MAX新能源,3491,上汽集团,13.68,18.88,https://www.16888.com/129168/options/,202205
31,32,ID.4 CROZZ,3460,一汽-大众,18.73,28.73,https://www.16888.com/129061/options/,202205
32,33,皇冠陆放,3333,一汽丰田,27.58,35.28,https://www.16888.com/129188/options/,202205
33,34,红旗E-QM5,3173,一汽红旗,12.28,23.98,https://www.16888.com/129210/options/,202205
34,35,哪吒U,3125,合众汽车,12.38,18.58,https://www.16888.com/128441/options/,202205
35,36,宝骏KiWi EV,2967,上汽通用五菱,7.78,11.38,https://www.16888.com/129169/options/,202205
36,37,凌宝BOX,2949,吉麦新能源,4.18,6.88,https://www.16888.com/128895/options/,202205
37,38,蔚来ES6,2936,蔚来,36.80,55.40,https://www.16888.com/127934/options/,202205
38,39,秦新能源,2810,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,202205
39,40,名爵HS新能源,2526,上汽名爵,18.98,21.98,https://www.16888.com/128654/options/,202205
40,41,启辰D60EV,2414,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,202205
41,42,小鹏G3,2215,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,202205
42,43,宝马iX3,2212,华晨宝马,39.99,43.99,https://www.16888.com/128978/options/,202205
43,44,ID.4 X,2201,上汽大众,18.93,28.63,https://www.16888.com/129086/options/,202205
44,45,威马E.5,2044,威马汽车,16.01,19.01,https://www.16888.com/129270/options/,202205
45,46,风光MINIEV,2007,东风小康,3.26,5.91,https://www.16888.com/129376/options/,202205
46,47,几何C,1964,几何汽车,12.98,20.78,https://www.16888.com/128814/options/,202205
47,48,枫叶80V,1862,睿蓝汽车,8.98,15.98,https://www.16888.com/128970/options/,202205
48,49,AION V,1855,广汽埃安,18.76,26.98,https://www.16888.com/128866/options/,202205
49,50,元pro,1833,比亚迪,9.88,11.88,https://www.16888.com/129110/options/,202205
0,51,奔腾NAT,1772,一汽奔腾,14.58,16.48,https://www.16888.com/129174/options/,202205
1,52,领克01新能源,1709,领克,19.97,22.78,https://www.16888.com/128145/options/,202205
2,53,宝马5系新能源,1708,华晨宝马,49.99,53.69,https://www.16888.com/127997/options/,202205
3,54,蔚来ET7,1707,蔚来,44.80,52.60,https://www.16888.com/129084/options/,202205
4,55,长安UNI-K新能源,1699,长安汽车,17.69,19.29,https://www.16888.com/129266/options/,202205
5,56,ID.6 CROZZ,1638,一汽-大众,23.98,33.69,https://www.16888.com/129172/options/,202205
6,57,蔚来EC6,1635,蔚来,37.80,55.40,https://www.16888.com/128852/options/,202205
7,58,帝豪新能源,1598,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,202205
8,59,领克09新能源,1507,领克,31.99,37.49,https://www.16888.com/129302/options/,202205
9,60,奔驰E级新能源,1479,北京奔驰,52.03,52.23,https://www.16888.com/128751/options/,202205
10,61,迈腾GTE插电混动,1362,一汽-大众,23.79,25.29,https://www.16888.com/128747/options/,202205
11,62,大众ID.3,1307,上汽大众,14.99,18.53,https://www.16888.com/129301/options/,202205
12,63,帕萨特新能源,1257,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,202205
13,64,逸动新能源,1219,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,202205
14,65,北京EU5,1219,BEIJING汽车,12.99,17.19,https://www.16888.com/128299/options/,202205
15,66,雷丁芒果,1217,雷丁,2.98,7.39,https://www.16888.com/129156/options/,202205
16,67,荣威RX5新能源,1183,上汽集团,15.28,16.59,https://www.16888.com/127388/options/,202205
17,68,创维EV6,1130,创维汽车,14.68,27.28,https://www.16888.com/129223/options/,202205
18,69,拿铁DHT,1110,长城汽车,16.98,18.98,https://www.16888.com/129157/options/,202205
19,70,飞凡MARVEL R,1049,上汽集团,21.98,25.98,https://www.16888.com/129342/options/,202205
20,71,合创Z03,1032,合创汽车,13.28,17.88,https://www.16888.com/129294/options/,202205
21,72,EX3 功夫牛,944,几何汽车,5.88,6.88,https://www.16888.com/129397/options/,202205
22,73,探岳GTE插电混动,929,一汽-大众,24.29,25.29,https://www.16888.com/129055/options/,202205
23,74,岚图FREE,843,岚图汽车,31.36,40.99,https://www.16888.com/129117/options/,202205
24,75,ID.6 X,840,上汽大众,25.33,33.89,https://www.16888.com/129136/options/,202205
25,76,风行S50EV,806,东风风行,13.19,18.09,https://www.16888.com/127908/options/,202205
26,77,威马W6,791,威马汽车,16.98,23.98,https://www.16888.com/129139/options/,202205
27,78,易至EV3,763,江铃集团新能源,6.88,7.38,https://www.16888.com/128413/options/,202205
28,79,蔚来ES8,746,蔚来,49.60,65.60,https://www.16888.com/127767/options/,202205
29,80,摩卡DHT-PHEV,732,长城汽车,29.50,31.50,https://www.16888.com/129220/options/,202205
30,81,本田e:NS1,724,东风本田,17.50,21.80,https://www.16888.com/129457/options/,202205
31,82,红旗E-HS9,687,一汽红旗,50.98,77.98,https://www.16888.com/128953/options/,202205
32,83,极狐 阿尔法S(ARCFOX αS),652,北汽新能源,22.38,42.99,https://www.16888.com/128999/options/,202205
33,84,悦虎,639,大运汽车,7.18,8.28,https://www.16888.com/128810/options/,202205
34,85,YOUNG光小新,606,电动屋,6.48,9.48,https://www.16888.com/129262/options/,202205
35,86,富康ES600,596,东风新能源,15.38,16.38,https://www.16888.com/129518/options/,202205
36,87,本田CR-V新能源,595,东风本田,27.38,29.98,https://www.16888.com/129014/options/,202205
37,88,宋MAX新能源,557,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,202205
38,89,枫叶60s,557,睿蓝汽车,7.98,14.98,https://www.16888.com/129401/options/,202205
39,90,朋克多多,537,御捷新能源,3.78,4.58,https://www.16888.com/129176/options/,202205
40,91,奔驰EQC,536,北京奔驰,49.19,57.98,https://www.16888.com/128206/options/,202205
41,92,百智大熊,505,领途汽车,3.68,5.68,https://www.16888.com/129377/options/,202205
42,93,畅巡,503,上汽通用雪佛兰,15.99,17.99,https://www.16888.com/128721/options/,202205
43,94,华晨新日i03,484,华晨新日,4.39,7.58,https://www.16888.com/129215/options/,202205
44,95,奔驰EQB,482,北京奔驰,35.18,43.78,https://www.16888.com/128640/options/,202205
45,96,威兰达新能源,477,广汽丰田,25.88,29.98,https://www.16888.com/129078/options/,202205
46,97,Mustang Mach-E,455,福特电动车,26.50,37.99,https://www.16888.com/128971/options/,202205
47,98,思皓E50A,444,江汽集团,14.59,18.98,https://www.16888.com/129131/options/,202205
48,99,Aion LX,409,广汽埃安,28.66,46.96,https://www.16888.com/128584/options/,202205
49,100,飞凡ER6,404,上汽集团,15.58,20.08,https://www.16888.com/128922/options/,202205
0,101,奔驰EQA,402,北京奔驰,32.18,36.58,https://www.16888.com/128737/options/,202205
1,102,上汽大通MAXUS EUNIQ 5,394,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,202205
2,103,极狐 阿尔法T(ARCFOX αT),391,北汽新能源,21.88,33.13,https://www.16888.com/128880/options/,202205
3,104,爱驰U5,367,爱驰汽车,16.69,24.99,https://www.16888.com/128285/options/,202205
4,105,炫界Pro EV,350,凯翼汽车,13.19,15.19,https://www.16888.com/129306/options/,202205
5,106,奥迪Q2L e-tron,282,一汽-大众奥迪,24.38,24.38,https://www.16888.com/128744/options/,202205
6,107,奥迪A6L新能源,281,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,202205
7,108,比亚迪e6,280,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,202205
8,109,朋克美美,257,御捷新能源,3.48,3.98,https://www.16888.com/129108/options/,202205
9,110,东风本田M-NV,251,东风本田,14.98,15.98,https://www.16888.com/129049/options/,202205
10,111,名爵6新能源,218,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,202205
11,112,羿,198,江铃集团新能源,13.98,19.98,https://www.16888.com/129310/options/,202205
12,113,远志M1,188,大运汽车,16.68,32.88,https://www.16888.com/129042/options/,202205
13,114,皓影新能源,183,广汽本田,27.38,29.98,https://www.16888.com/129119/options/,202205
14,115,威马EX5,168,威马汽车,16.08,17.98,https://www.16888.com/128029/options/,202205
15,116,华晨新日i03A,160,华晨新日,8.58,12.50,https://www.16888.com/129214/options/,202205
16,117,长安Lumin,160,长安汽车,4.89,6.39,https://www.16888.com/129444/options/,202205
17,118,小虎FEV,145,小虎汽车,4.09,5.59,https://www.16888.com/129368/options/,202205
18,119,博瑞新能源,138,吉利新能源,15.58,20.98,https://www.16888.com/128080/options/,202205
19,120,玛奇朵DHT-PHEV,137,长城汽车,17.88,18.98,https://www.16888.com/129346/options/,202205
20,121,领克05新能源,131,领克,22.77,22.77,https://www.16888.com/129182/options/,202205
21,122,沃尔沃XC40新能源,129,沃尔沃亚太,25.70,31.50,https://www.16888.com/129016/options/,202205
22,123,长安欧尚A600EV,127,长安汽车,14.98,14.98,https://www.16888.com/128682/options/,202205
23,124,奥迪e-tron,125,一汽-大众奥迪,54.68,64.88,https://www.16888.com/128897/options/,202205
24,125,奕泽E进擎,123,一汽丰田,22.58,25.38,https://www.16888.com/128757/options/,202205
25,126,卡罗拉双擎E+,113,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,202205
26,127,玛奇朵DHT,106,长城汽车,15.58,16.98,https://www.16888.com/129105/options/,202205
27,128,e爱丽舍,101,东风新能源,12.98,13.98,https://www.16888.com/129102/options/,202205
28,129,优优EV,98,开瑞汽车,12.68,13.08,https://www.16888.com/128347/options/,202205
29,130,奥迪Q5 e-tron,97,上汽奥迪,39.55,51.00,https://www.16888.com/129404/options/,202205
30,131,阿图柯AIRTREK,93,广汽三菱,19.98,22.98,https://www.16888.com/129360/options/,202205
31,132,广汽本田VE-1,92,广汽本田,15.98,18.68,https://www.16888.com/128273/options/,202205
32,133,绎乐,91,广汽本田新能源,16.78,18.98,https://www.16888.com/129097/options/,202205
33,134,发现运动版新能源,89,奇瑞捷豹路虎,40.98,42.28,https://www.16888.com/129023/options/,202205
34,135,RAV4荣放双擎E+,79,一汽丰田,24.88,29.68,https://www.16888.com/129161/options/,202205
35,136,沃尔沃S60新能源,74,沃尔沃亚太,39.99,46.19,https://www.16888.com/128327/options/,202205
36,137,广汽丰田iA5,70,广汽丰田新能源,15.98,19.28,https://www.16888.com/128629/options/,202205
37,138,嘉际新能源,64,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,202205
38,139,梦想家,63,岚图汽车,36.99,68.99,https://www.16888.com/129359/options/,202205
39,140,上汽大通MAXUS EUNIQ 6,59,上汽大通,15.98,20.28,https://www.16888.com/129183/options/,202205
40,141,斯派卡新能源,58,野马汽车,14.99,16.99,https://www.16888.com/128890/options/,202205
41,142,揽胜极光新能源,57,奇瑞捷豹路虎,41.58,44.58,https://www.16888.com/129315/options/,202205
42,143,沃尔沃S90新能源,56,沃尔沃亚太,49.99,61.39,https://www.16888.com/128328/options/,202205
43,144,比亚迪e3,49,比亚迪,15.48,15.58,https://www.16888.com/128565/options/,202205
44,145,途观L新能源,46,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,202205
45,146,马自达CX-30 EV,44,长安马自达,15.98,20.18,https://www.16888.com/129316/options/,202205
46,147,荣威iMAX8 EV,38,上汽集团,25.98,35.98,https://www.16888.com/129461/options/,202205
47,148,冒险家新能源,33,长安林肯,30.98,34.58,https://www.16888.com/129249/options/,202205
48,149,微蓝7,32,上汽通用别克,19.78,21.78,https://www.16888.com/128811/options/,202205
49,150,锐际新能源,30,长安福特,20.80,20.80,https://www.16888.com/129204/options/,202205
0,151,标致508L新能源,28,东风标致,21.57,22.77,https://www.16888.com/128833/options/,202205
1,152,沃尔沃XC60新能源,18,沃尔沃亚太,52.79,60.39,https://www.16888.com/128331/options/,202205
2,153,大蚂蚁,9,奇瑞新能源,15.66,17.99,https://www.16888.com/128965/options/,202205
3,154,国机智骏GX5,6,国机智骏,11.58,13.98,https://www.16888.com/128558/options/,202205
4,155,菱智M5EV,6,东风风行,14.99,17.39,https://www.16888.com/128231/options/,202205
5,156,雷凌双擎E+,5,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,202205
6,157,星越新能源,5,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,202205
7,158,合创007,4,合创汽车,25.98,27.98,https://www.16888.com/128795/options/,202205
8,159,标致4008新能源,4,东风标致,24.97,25.97,https://www.16888.com/128956/options/,202205
9,160,赛力斯SF5,3,金康赛力斯,21.68,24.68,https://www.16888.com/128432/options/,202205
10,161,国机智骏GC1,3,国机智骏,7.38,8.38,https://www.16888.com/128702/options/,202205
11,162,名图新能源,3,北京现代,17.88,20.38,https://www.16888.com/129043/options/,202205
12,163,宝马X1新能源,2,华晨宝马,0.00,0.00,https://www.16888.com/127821/options/,202205
13,164,天逸 C5 AIRCROSS新能源,1,东风雪铁龙,23.17,26.47,https://www.16888.com/128913/options/,202205
14,165,DS 9新能源,1,DS汽车,32.99,39.99,https://www.16888.com/128832/options/,202205
0,1,Model Y,52557,特斯拉中国,25.99,35.99,https://www.16888.com/129112/options/,202206
1,2,宏光MINIEV,46249,上汽通用五菱,3.28,9.99,https://www.16888.com/128864/options/,202206
2,3,宋PLUS新能源,32077,比亚迪,15.48,21.88,https://www.16888.com/128912/options/,202206
3,4,Model 3,26349,特斯拉中国,22.99,32.99,https://www.16888.com/128722/options/,202206
4,5,汉,25439,比亚迪,21.78,33.18,https://www.16888.com/128787/options/,202206
5,6,秦PLUS,23380,比亚迪,11.38,17.88,https://www.16888.com/129054/options/,202206
6,7,元PLUS,16704,比亚迪,13.98,16.78,https://www.16888.com/129234/options/,202206
7,8,理想ONE,13024,理想,33.80,33.80,https://www.16888.com/128436/options/,202206
8,9,AION Y,11801,广汽埃安,13.76,20.26,https://www.16888.com/129064/options/,202206
9,10,海豚,10376,比亚迪,11.68,13.68,https://www.16888.com/129217/options/,202206
10,11,小蚂蚁,9692,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,202206
11,12,QQ冰淇淋,9663,奇瑞新能源,3.99,5.75,https://www.16888.com/129245/options/,202206
12,13,哪吒V,9147,合众汽车,7.99,12.38,https://www.16888.com/129002/options/,202206
13,14,欧拉好猫,8275,长城新能源,12.99,17.10,https://www.16888.com/128954/options/,202206
14,15,东风风神E70,8193,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,202206
15,16,东风EV新能源EX1,8176,东风汽车,5.57,6.27,https://www.16888.com/129106/options/,202206
16,17,唐新能源,8134,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,202206
17,18,小鹏P7,8045,小鹏汽车,23.99,28.59,https://www.16888.com/128729/options/,202206
18,19,驱逐舰05,7464,比亚迪,12.18,15.78,https://www.16888.com/129403/options/,202206
19,20,赛那SIENNA,7230,广汽丰田,30.98,40.58,https://www.16888.com/129209/options/,202206
20,21,问界M5,7021,金康赛力斯,25.98,33.18,https://www.16888.com/129407/options/,202206
21,22,皇冠陆放,6536,一汽丰田,27.58,35.28,https://www.16888.com/129188/options/,202206
22,23,零跑T03,6411,零跑汽车,7.39,8.99,https://www.16888.com/128803/options/,202206
23,24,ID.4 CROZZ,6140,一汽-大众,18.73,28.73,https://www.16888.com/129061/options/,202206
24,25,小鹏P5,5598,小鹏汽车,17.79,24.99,https://www.16888.com/129134/options/,202206
25,26,蔚来ES6,5100,蔚来,36.80,55.40,https://www.16888.com/127934/options/,202206
26,27,零跑C11,4848,零跑汽车,17.98,23.98,https://www.16888.com/129063/options/,202206
27,28,花仙子,4752,江汽集团,6.69,9.09,https://www.16888.com/129066/options/,202206
28,29,几何A,4744,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,202206
29,30,ID.4 X,4571,上汽大众,18.93,28.63,https://www.16888.com/129086/options/,202206
30,31,启辰D60EV,4522,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,202206
31,32,蔚来ET7,4349,蔚来,44.80,52.60,https://www.16888.com/129084/options/,202206
32,33,极氪001,4302,极氪,29.90,40.30,https://www.16888.com/129130/options/,202206
33,34,名爵HS新能源,4074,上汽名爵,18.98,21.98,https://www.16888.com/128654/options/,202206
34,35,帝豪L 雷神Hi·P,4035,吉利汽车,12.98,16.88,https://www.16888.com/129443/options/,202206
35,36,几何E,4033,几何汽车,8.68,13.18,https://www.16888.com/129442/options/,202206
36,37,哪吒U,4010,合众汽车,12.38,18.58,https://www.16888.com/128441/options/,202206
37,38,骏行,3740,国金汽车,15.98,15.98,https://www.16888.com/129618/options/,202206
38,39,大众ID.3,3639,上汽大众,14.99,18.53,https://www.16888.com/129301/options/,202206
39,40,比亚迪e2,3280,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,202206
40,41,秦新能源,3243,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,202206
41,42,元pro,3027,比亚迪,9.88,11.88,https://www.16888.com/129110/options/,202206
42,43,威马E.5,3007,威马汽车,16.01,19.01,https://www.16888.com/129270/options/,202206
43,44,AION V,3002,广汽埃安,18.76,26.98,https://www.16888.com/128866/options/,202206
44,45,ID.6 CROZZ,2882,一汽-大众,23.98,33.69,https://www.16888.com/129172/options/,202206
45,46,凌宝BOX,2806,吉麦新能源,4.18,6.88,https://www.16888.com/128895/options/,202206
46,47,宝骏KiWi EV,2594,上汽通用五菱,7.78,11.38,https://www.16888.com/129169/options/,202206
47,48,红旗E-QM5,2488,一汽红旗,12.28,23.98,https://www.16888.com/129210/options/,202206
48,49,几何C,2379,几何汽车,12.98,20.78,https://www.16888.com/128814/options/,202206
49,50,帕萨特新能源,2345,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,202206
0,51,风行S50EV,2328,东风风行,13.19,18.09,https://www.16888.com/127908/options/,202206
1,52,宝马iX3,2262,华晨宝马,39.99,43.99,https://www.16888.com/128978/options/,202206
2,53,长安UNI-K新能源,2237,长安汽车,17.69,19.29,https://www.16888.com/129266/options/,202206
3,54,领克09新能源,2064,领克,31.99,37.49,https://www.16888.com/129302/options/,202206
4,55,领克01新能源,2057,领克,19.97,22.78,https://www.16888.com/128145/options/,202206
5,56,奔驰E级新能源,1905,北京奔驰,52.03,52.23,https://www.16888.com/128751/options/,202206
6,57,奔腾NAT,1871,一汽奔腾,14.58,16.48,https://www.16888.com/129174/options/,202206
7,58,蔚来EC6,1828,蔚来,37.80,55.40,https://www.16888.com/128852/options/,202206
8,59,荣威Ei5,1824,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,202206
9,60,枫叶60s,1816,睿蓝汽车,7.98,14.98,https://www.16888.com/129401/options/,202206
10,61,飞凡MARVEL R,1753,上汽集团,21.98,25.98,https://www.16888.com/129342/options/,202206
11,62,长安Lumin,1707,长安汽车,4.89,6.39,https://www.16888.com/129444/options/,202206
12,63,蔚来ES8,1684,蔚来,49.60,65.60,https://www.16888.com/127767/options/,202206
13,64,小鹏G3,1652,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,202206
14,65,宝马i3,1613,华晨宝马,34.99,34.99,https://www.16888.com/129433/options/,202206
15,66,逸动新能源,1603,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,202206
16,67,东风本田M-NV,1558,东风本田,14.98,15.98,https://www.16888.com/129049/options/,202206
17,68,领克06新能源,1550,领克,15.78,17.28,https://www.16888.com/128867/options/,202206
18,69,ID.6 X,1535,上汽大众,25.33,33.89,https://www.16888.com/129136/options/,202206
19,70,北京EU5,1518,BEIJING汽车,12.99,17.19,https://www.16888.com/128299/options/,202206
20,71,悦虎,1470,大运汽车,7.18,8.28,https://www.16888.com/128810/options/,202206
21,72,迈腾GTE插电混动,1465,一汽-大众,23.79,25.29,https://www.16888.com/128747/options/,202206
22,73,宝马5系新能源,1365,华晨宝马,49.99,53.69,https://www.16888.com/127997/options/,202206
23,74,飞凡ER6,1345,上汽集团,15.58,20.08,https://www.16888.com/128922/options/,202206
24,75,本田CR-V新能源,1313,东风本田,27.38,29.98,https://www.16888.com/129014/options/,202206
25,76,枫叶80V,1310,睿蓝汽车,8.98,15.98,https://www.16888.com/128970/options/,202206
26,77,探岳GTE插电混动,1293,一汽-大众,24.29,25.29,https://www.16888.com/129055/options/,202206
27,78,创维EV6,1292,创维汽车,14.68,27.28,https://www.16888.com/129223/options/,202206
28,79,雷丁芒果,1264,雷丁,2.98,7.39,https://www.16888.com/129156/options/,202206
29,80,拿铁DHT,1124,长城汽车,16.98,18.98,https://www.16888.com/129157/options/,202206
30,81,极狐 阿尔法S(ARCFOX αS),1111,北汽新能源,22.38,42.99,https://www.16888.com/128999/options/,202206
31,82,思皓E50A,1104,江汽集团,14.59,18.98,https://www.16888.com/129131/options/,202206
32,83,荣威i6 MAX新能源,1095,上汽集团,13.68,18.88,https://www.16888.com/129168/options/,202206
33,84,岚图FREE,1077,岚图汽车,31.36,40.99,https://www.16888.com/129117/options/,202206
34,85,风光MINIEV,1046,东风小康,3.26,5.91,https://www.16888.com/129376/options/,202206
35,86,途观L新能源,1026,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,202206
36,87,摩卡DHT-PHEV,1003,长城汽车,29.50,31.50,https://www.16888.com/129220/options/,202206
37,88,极狐 阿尔法T(ARCFOX αT),968,北汽新能源,21.88,33.13,https://www.16888.com/128880/options/,202206
38,89,奔驰EQB,940,北京奔驰,35.18,43.78,https://www.16888.com/128640/options/,202206
39,90,合创Z03,914,合创汽车,13.28,17.88,https://www.16888.com/129294/options/,202206
40,91,奔驰EQA,877,北京奔驰,32.18,36.58,https://www.16888.com/128737/options/,202206
41,92,卡罗拉双擎E+,865,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,202206
42,93,Mustang Mach-E,792,福特电动车,26.50,37.99,https://www.16888.com/128971/options/,202206
43,94,畅巡,785,上汽通用雪佛兰,15.99,17.99,https://www.16888.com/128721/options/,202206
44,95,天际ME5,701,天际汽车,13.88,16.99,https://www.16888.com/129194/options/,202206
45,96,上汽大通MAXUS EUNIQ 5,622,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,202206
46,97,YOUNG光小新,618,电动屋,6.48,9.48,https://www.16888.com/129262/options/,202206
47,98,荣威RX5新能源,604,上汽集团,15.28,16.59,https://www.16888.com/127388/options/,202206
48,99,宋MAX新能源,581,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,202206
49,100,本田e:NS1,550,东风本田,17.50,21.80,https://www.16888.com/129457/options/,202206
0,101,威马EX5,524,威马汽车,16.08,17.98,https://www.16888.com/128029/options/,202206
1,102,威马W6,500,威马汽车,16.98,23.98,https://www.16888.com/129139/options/,202206
2,103,帝豪新能源,490,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,202206
3,104,RAV4荣放双擎E+,488,一汽丰田,24.88,29.68,https://www.16888.com/129161/options/,202206
4,105,e:NP1 极湃1,487,广汽本田,17.50,21.80,https://www.16888.com/129586/options/,202206
5,106,朋克多多,483,御捷新能源,3.78,4.58,https://www.16888.com/129176/options/,202206
6,107,华晨新日i03,476,华晨新日,4.39,7.58,https://www.16888.com/129215/options/,202206
